rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
16564	CDK5RAP1	CDK5 regulatory subunit associated protein 1	1816	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16565	CDK5R2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	1104	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16566	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	924	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16567	CDK5	cyclin-dependent kinase 5	923	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16568	CDK4	cyclin-dependent kinase 4	940	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16569	CDK2AP2	CDK2-associated protein 2	393	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16570	CDK2AP1	CDK2-associated protein 1	360	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16571	CDK20	cyclin-dependent kinase 20	1108	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16572	CDK2	cyclin-dependent kinase 2	998	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16573	CDK19	cyclin-dependent kinase 19	1559	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16574	CDK17	cyclin-dependent kinase 17	1672	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16575	CDK14	cyclin-dependent kinase 14	1408	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16576	CDK10	cyclin-dependent kinase 10	1182	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16577	CDK1	cyclin-dependent kinase 1	932	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16578	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	662	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16579	CDHR5	cadherin-related family member 5	2594	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16580	CDH4	cadherin 4, type 1, R-cadherin (retinal)	2813	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16581	CDH24	cadherin-like 24	2524	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16582	CDH22	cadherin-like 22	2527	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16583	CDH20	cadherin 20, type 2	2448	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16584	CDH18	cadherin 18, type 2	2413	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16585	CDH17	cadherin 17, LI cadherin (liver-intestine)	2567	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16586	CDH16	cadherin 16, KSP-cadherin	2558	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16587	CDH15	cadherin 15, M-cadherin (myotubule)	2499	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16588	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	2431	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16589	CDCP2	CUB domain containing protein 2	1362	45	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16590	CDCP1	CUB domain containing protein 1	2549	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16591	CDCA8	cell division cycle associated 8	1163	3	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16592	CDCA7L	cell division cycle associated 7-like	1653	122	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16593	CDCA7	cell division cycle associated 7	1389	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16594	CDCA5	cell division cycle associated 5	1365	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16595	CDCA4	cell division cycle associated 4	734	164	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16596	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	2917	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16597	CDC7	cell division cycle 7 homolog (S. cerevisiae)	1773	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16598	CDC6	cell division cycle 6 homolog (S. cerevisiae)	1727	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16599	CDC5L	CDC5 cell division cycle 5-like (S. pombe)	2469	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16600	CDC45	cell division cycle 45 homolog (S. cerevisiae)	1876	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16601	CDC42SE2	CDC42 small effector 2	267	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16602	CDC42SE1	CDC42 small effector 1	252	161	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16603	CDC42EP5	CDC42 effector protein (Rho GTPase binding) 5	451	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16604	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	765	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16605	CDC42EP2	CDC42 effector protein (Rho GTPase binding) 2	633	138	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16606	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	1180	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16607	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	5280	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16608	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	688	146	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16609	CDC40	cell division cycle 40 homolog (S. cerevisiae)	1798	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16610	CDC37L1	cell division cycle 37 homolog (S. cerevisiae)-like 1	1038	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16611	CDC37	cell division cycle 37 homolog (S. cerevisiae)	1165	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16612	CDC34	cell division cycle 34 homolog (S. cerevisiae)	727	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16613	CDC27	cell division cycle 27 homolog (S. cerevisiae)	2565	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16614	CDC26	cell division cycle 26 homolog (S. cerevisiae)	483	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16615	CDC25C	cell division cycle 25 homolog C (S. pombe)	1474	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16616	CDC25B	cell division cycle 25 homolog B (S. pombe)	1803	48	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16617	CDC25A	cell division cycle 25 homolog A (S. pombe)	1631	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16618	CDC23	cell division cycle 23 homolog (S. cerevisiae)	1856	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16619	CDC16	cell division cycle 16 homolog (S. cerevisiae)	1935	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16620	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	1600	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16621	CDC123	cell division cycle 123 homolog (S. cerevisiae)	1061	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16622	CDAN1	congenital dyserythropoietic anemia, type I	3792	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16623	CDADC1	cytidine and dCMP deaminase domain containing 1	1581	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16624	CDA	cytidine deaminase	453	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16625	CD99L2	CD99 molecule-like 2	829	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16626	CD99	CD99 molecule	594	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16627	CD9	CD9 molecule	715	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16628	CD8B	CD8b molecule	931	129	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16629	CD8A	CD8a molecule	728	130	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16630	CD86	CD86 molecule	1016	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16631	CD84	CD84 molecule	1068	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16632	CD83	CD83 molecule	634	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16633	CD80	CD80 molecule	887	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16634	CD79B	CD79b molecule, immunoglobulin-associated beta	715	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16635	CD79A	CD79a molecule, immunoglobulin-associated alpha	697	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16636	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	927	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16637	CD70	CD70 molecule	590	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16638	CD7	CD7 molecule	735	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16639	CD69	CD69 molecule	618	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16640	CD68	CD68 molecule	1974	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16641	CD63	CD63 molecule	746	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16642	CD6	CD6 molecule	2055	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16643	CD5L	CD5 molecule-like	1064	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16644	CD59	CD59 molecule, complement regulatory protein	399	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16645	CD58	CD58 molecule	775	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16646	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	1363	61	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16647	CD53	CD53 molecule	688	0	4	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16648	CD52	CD52 molecule	192	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16649	CD5	CD5 molecule	1529	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16650	CD48	CD48 molecule	746	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16651	CD47	CD47 molecule	1016	37	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16652	CD46	CD46 molecule, complement regulatory protein	1312	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16653	CD44	CD44 molecule (Indian blood group)	2297	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16654	CD40LG	CD40 ligand (TNF superfamily, member 5, hyper-IgM syndrome)	804	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16655	CD4	CD4 molecule	1413	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16656	CD3G	CD3g molecule, gamma (CD3-TCR complex)	582	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16657	CD3EAP	CD3e molecule, epsilon associated protein	1561	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16658	CD3E	CD3e molecule, epsilon (CD3-TCR complex)	656	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16659	CD3D	CD3d molecule, delta (CD3-TCR complex)	539	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16660	CD38	CD38 molecule	932	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16661	CD37	CD37 molecule	876	3	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16662	CD33	CD33 molecule	1132	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16663	CD320	CD320 molecule	867	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16664	CD302	CD302 molecule	721	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16665	CD300LG	CD300 molecule-like family member g	1142	6	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16666	CD300LF	CD300 molecule-like family member f	898	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16667	CD300LD	CD300 molecule-like family member d	1288	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16668	CD300E	CD300e molecule	634	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16669	CD300C	CD300c molecule	687	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16670	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	1050	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16671	CD2AP	CD2-associated protein	1988	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16672	CD276	CD276 molecule	1641	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16673	CD274	CD274 molecule	897	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16674	CD247	CD247 molecule	523	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16675	CD244	CD244 molecule, natural killer cell receptor 2B4	1145	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16676	CD24	CD24 molecule	243	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16677	CD226	CD226 molecule	1035	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16678	CD209	CD209 molecule	1241	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16679	CD207	CD207 molecule, langerin	1009	103	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16680	CD200R1L	CD200 receptor 1-like	836	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16681	CD200R1	CD200 receptor 1	1120	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16682	CD200	CD200 molecule	909	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16683	CD2	CD2 molecule	1074	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16684	CD1C	CD1c molecule	1022	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16685	CD1B	CD1b molecule	1022	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16686	CD19	CD19 molecule	1732	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16687	CD180	CD180 molecule	1995	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16688	CD177	CD177 molecule	1348	10	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16689	CD164L2	CD164 sialomucin-like 2	540	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16690	CD164	CD164 molecule, sialomucin	663	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16691	CD163	CD163 molecule	3535	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16692	CD160	CD160 molecule	562	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16693	CD151	CD151 molecule (Raph blood group)	882	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16694	CD14	CD14 molecule	1134	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16695	CD101	CD101 molecule	3104	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16696	CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2	1675	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16697	CCT8	chaperonin containing TCP1, subunit 8 (theta)	1705	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16698	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	2768	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16699	CCT4	chaperonin containing TCP1, subunit 4 (delta)	1672	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16700	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	1708	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16701	CCS	copper chaperone for superoxide dismutase	3362	60	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16702	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	1304	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16703	CCRL2	chemokine (C-C motif) receptor-like 2	1075	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16704	CCRL1	chemokine (C-C motif) receptor-like 1	1057	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16705	CCR8	chemokine (C-C motif) receptor 8	1072	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16706	CCR5	chemokine (C-C motif) receptor 5	1063	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16707	CCR4	chemokine (C-C motif) receptor 4	1087	179	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16708	CCR3	chemokine (C-C motif) receptor 3	1139	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16709	CCR10	chemokine (C-C motif) receptor 10	1126	221	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16710	CCR1	chemokine (C-C motif) receptor 1	1072	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16711	CCPG1	cell cycle progression 1	2453	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16712	CCNYL1	cyclin Y-like 1	1116	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16713	CCNY	cyclin Y	1062	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16714	CCNL2	cyclin L2	1687	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16715	CCNK	cyclin K	1783	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16716	CCNJ	cyclin J	1172	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16717	CCNI2	cyclin I family, member 2	1134	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16718	CCNI	cyclin I	1158	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16719	CCNH	cyclin H	1004	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16720	CCNG2	cyclin G2	1061	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16721	CCNG1	cyclin G1	910	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16722	CCNE2	cyclin E2	1266	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16723	CCNE1	cyclin E1	1279	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16724	CCNDBP1	cyclin D-type binding-protein 1	1374	24	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16725	CCND3	cyclin D3	961	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16726	CCND2	cyclin D2	886	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16727	CCNC	cyclin C	896	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16728	CCNB2	cyclin B2	1229	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16729	CCNB1IP1	cyclin B1 interacting protein 1	846	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16730	CCNA2	cyclin A2	1487	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16731	CCNA1	cyclin A1	1430	147	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16732	CCM2	cerebral cavernous malformation 2	1468	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16733	CCL8	chemokine (C-C motif) ligand 8	308	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16734	CCL7	chemokine (C-C motif) ligand 7	310	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16735	CCL5	chemokine (C-C motif) ligand 5	286	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16736	CCL4L2	chemokine (C-C motif) ligand 4-like 2	583	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16737	CCL4L1	chemokine (C-C motif) ligand 4-like 1	583	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16738	CCL4	chemokine (C-C motif) ligand 4	289	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16739	CCL3L3	chemokine (C-C motif) ligand 3-like 3	590	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16740	CCL3L1	chemokine (C-C motif) ligand 3-like 1	590	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16741	CCL3	chemokine (C-C motif) ligand 3	289	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16742	CCL28	chemokine (C-C motif) ligand 28	394	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16743	CCL27	chemokine (C-C motif) ligand 27	353	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16744	CCL26	chemokine (C-C motif) ligand 26	297	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16745	CCL24	chemokine (C-C motif) ligand 24	366	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16746	CCL23	chemokine (C-C motif) ligand 23	428	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16747	CCL22	chemokine (C-C motif) ligand 22	292	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16748	CCL21	chemokine (C-C motif) ligand 21	419	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16749	CCL20	chemokine (C-C motif) ligand 20	305	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16750	CCL2	chemokine (C-C motif) ligand 2	310	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16751	CCL19	chemokine (C-C motif) ligand 19	309	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16752	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	280	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16753	CCL17	chemokine (C-C motif) ligand 17	297	117	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16754	CCL16	chemokine (C-C motif) ligand 16	577	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16755	CCL15	chemokine (C-C motif) ligand 15	354	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16756	CCL14	chemokine (C-C motif) ligand 14	344	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16757	CCL13	chemokine (C-C motif) ligand 13	307	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16758	CCL11	chemokine (C-C motif) ligand 11	304	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16759	CCK	cholecystokinin	356	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16760	CCDC99	coiled-coil domain containing 99	1862	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16761	CCDC94	coiled-coil domain containing 94	1002	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16762	CCDC93	coiled-coil domain containing 93	1988	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16763	CCDC91	coiled-coil domain containing 91	1372	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16764	CCDC90B	coiled-coil domain containing 90B	797	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16765	CCDC9	coiled-coil domain containing 9	1640	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16766	CCDC88A	coiled-coil domain containing 88A	5744	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16767	CCDC86	coiled-coil domain containing 86	1095	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16768	CCDC85C	coiled-coil domain containing 85C	1280	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16769	CCDC85B	coiled-coil domain containing 85B	623	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16770	CCDC83	coiled-coil domain containing 83	1379	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16771	CCDC82	coiled-coil domain containing 82	2810	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16772	CCDC81	coiled-coil domain containing 81	2015	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16773	CCDC80	coiled-coil domain containing 80	2881	167	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16774	CCDC8	coiled-coil domain containing 8	1617	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16775	CCDC79	coiled-coil domain containing 79	2251	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16776	CCDC78	coiled-coil domain containing 78	1491	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16777	CCDC77	coiled-coil domain containing 77	1675	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16778	CCDC76	coiled-coil domain containing 76	1606	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16779	CCDC75	coiled-coil domain containing 75	813	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16780	CCDC74B	coiled-coil domain containing 74B	1173	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16781	CCDC73	coiled-coil domain containing 73	3362	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16782	CCDC72	coiled-coil domain containing 72	209	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16783	CCDC71	coiled-coil domain containing 71	1408	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16784	CCDC70	coiled-coil domain containing 70	706	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16785	CCDC7	coiled-coil domain containing 7	1529	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16786	CCDC69	coiled-coil domain containing 69	923	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16787	CCDC66	coiled-coil domain containing 66	2921	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16788	CCDC64	coiled-coil domain containing 64	1756	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16789	CCDC63	coiled-coil domain containing 63	1738	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16790	CCDC61	coiled-coil domain containing 61	1652	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16791	CCDC60	coiled-coil domain containing 60	1705	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16792	CCDC6	coiled-coil domain containing 6	1457	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16793	CCDC59	coiled-coil domain containing 59	987	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16794	CCDC58	coiled-coil domain containing 58	458	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16795	CCDC57	coiled-coil domain containing 57	2812	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16796	CCDC56	coiled-coil domain containing 56	498	155	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
